"nsf_terminations$org_name"
"MOLLOY UNIVERSITY"
"Carnegie-Mellon University"
"University of California-Santa Barbara"
"University of Minnesota-Twin Cities"
"University of Minnesota-Twin Cities"
"University of Minnesota-Twin Cities"
"University of Minnesota-Twin Cities"
"Teachers College, Columbia University"
"University of Pennsylvania"
"Georgia Tech Research Corporation"
"Johns Hopkins University"
"College of William and Mary"
"University of Texas at Dallas"
"Carleton College"
"Western Washington University"
"University of Texas at Dallas"
"University of Pennsylvania"
"University of Pennsylvania"
"Child Trends Inc"
"Utah State University"
"University of Utah"
"Horizon Research Inc"
"Columbia University"
"Child Trends Inc"
"Child Trends Inc"
"Texas A&M University"
"University of Wisconsin-Milwaukee"
"University of Oregon Eugene"
"Ohio State University"
"University of Oregon Eugene"
"University of Washington"
"Utah State University"
"Arizona State University"
"Arizona State University"
"Benedictine University"
"Arizona State University"
"CUNY New York City College of Technology"
"Arizona State University"
"University of Colorado at Boulder"
"Texas State University - San Marcos"
"University of California-Los Angeles"
"Juniata College"
"University of Wisconsin-Milwaukee"
"HEALTHPARTNERS Institute"
"Regents of the University of Michigan - Ann Arbor"
"St. Catherine University"
"St. Catherine University"
"Concord Consortium"
"University of Nebraska-Lincoln"
"Northwestern University"
"Northwestern University"
"SageFox Consulting Group, LLC"
"University of Denver"
"Swarthmore College"
"University of Southern California"
"Regents of the University of Michigan - Ann Arbor"
"Arizona State University"
"Georgia Tech Research Corporation"
"Boise State University"
"Georgia Tech Research Corporation"
"Georgia Tech Research Corporation"
"University of California-Los Angeles"
"Johnson C. Smith University"
"Northern Virginia Community College"
"University of California-Santa Cruz"
"Vanderbilt University"
"Old Dominion University Research Foundation"
"Institute For Advanced Study"
"PHARMACOUSTICS TECHNOLOGIES LLC"
"SUNY at Albany"
"Mercyhurst University"
"University of California-Davis"
"Howard University"
"University of Chicago"
"University of California-Davis"
"University of Arkansas"
"Emory University"
"New York University"
"Dartmouth College"
"California State University San Marcos Corporation"
"University of Texas at San Antonio"
"Harvard University"
"University of Washington"
"Duke University"
"Louisiana State University"
"University of Texas at Austin"
"Fisk University"
"Eastern Washington University"
"American University"
"American Bar Foundation"
"University of Alaska Fairbanks Campus"
"United States Military Academy"
"New York University"
"Bowling Green State University"
"CUNY John Jay College of Criminal Justice"
"Tulane University"
"Santa Clara University"
"Mozilla Foundation"
"Pratt Institute"
"University of Texas at San Antonio"
"George Mason University"
"Teachers College, Columbia University"
"California State University-Dominguez Hills Foundation"
"National Bureau of Economic Research Inc"
"Jackson State University"
"Emory University"
"North Carolina Agricultural & Technical State University"
"Duke University"
"Central Washington University"
"Tufts University"
"Texas Woman's University"
"California State University-Dominguez Hills Foundation"
"University of Nebraska-Lincoln"
"Yale University"
"Boise State University"
"Carnegie-Mellon University"
"Woodwell Climate Research Center, Inc."
"University of Notre Dame"
"University of Washington"
"American University"
"Carnegie-Mellon University"
"University of Hawaii"
"University of California-Berkeley"
"Texas State University - San Marcos"
"University of Rhode Island"
"Texas A&M University"
"Donald Danforth Plant Science Center"
"Ohio State University"
"University of South Florida"
"University of Memphis"
"Sierra Streams Institute"
"University of Houston"
"Eureka Scientific Inc"
"Virginia Polytechnic Institute and State University"
"William Marsh Rice University"
"INSTITUTE FOR NATIVE PACIFIC EDUCATION AND CULTURE"
"Morehouse College"
"University of Connecticut"
"Seattle University"
"University of Arizona"
"New York Hall of Science"
"Florida State University"
"LEARNING NETWORK, LLC, THE"
"Purdue University"
"Ohio State University"
"Texas A&M University-San Antonio"
"Association of American Colleges and Universities"
"University of Colorado at Boulder"
"Tuskegee University"
"University of Nevada Las Vegas"
"University of Northern Colorado"
"SUNY Onondaga Community College"
"GRANTED ADVISORS, LLC"
"North Carolina Central University"
"University of Maryland, College Park"
"The University of Texas Rio Grande Valley"
"University of Houston"
"Tulane University"
"RIPPLE EFFECT WATER LITERACY PROJECT"
"University of the District of Columbia"
"University of Washington"
"Loyola University of Chicago"
"CLAUDIUS LEGAL INTELLIGENCE INC"
"Brown University"
"Greater Washington Educational Telecommunications Association"
"University of Maryland Eastern Shore"
"University of Kentucky Research Foundation"
"University of Virginia Main Campus"
"University of Maryland, College Park"
"SUNY College of Environmental Science and Forestry"
"Florida International University"
"Georgia Piedmont Technical College"
"Florida International University"
"University of Washington"
"City College of San Francisco"
"George Mason University"
"University of Connecticut"
"University of Chicago"
"University of North Carolina at Wilmington"
"University of Utah"
"University of California-Berkeley"
"Regents of the University of Michigan - Ann Arbor"
"University of Houston"
"Texas Tech University"
"University of California-Berkeley"
"American Association of Physics Teachers"
"Southern Illinois University at Edwardsville"
"Montana State University"
"James Madison University"
"University of South Florida"
"University of Alabama Tuscaloosa"
"Associated Universities, Inc."
"Regents of the University of Michigan - Ann Arbor"
"University of Notre Dame"
"Ohio State University"
"University of Arizona"
"University of California-Davis"
"San Jose State University Foundation"
"University of California-Berkeley"
"Syracuse University"
"Ohio State University"
"University of Virginia Main Campus"
"Georgia State University Research Foundation, Inc."
"George Washington University"
"University of Arkansas"
"Georgia State University Research Foundation, Inc."
"University of Virginia Main Campus"
"University of Utah"
"CHANGEAERIAL LLC"
"University of California-Irvine"
"Mississippi State University"
"American Society for Biochemistry and Molecular Biology"
"INA SOLUTIONS INC."
"University of California-Irvine"
"The Geological Society of America, Inc."
"University of Texas at El Paso"
"Pennsylvania State Univ University Park"
"Middle Tennessee State University"
"Louisiana State University"
"University of Connecticut"
"University of Texas at Arlington"
"University of Illinois at Urbana-Champaign"
"George Mason University"
"University of Pittsburgh"
"University of Massachusetts Boston"
"Northeastern University"
"University of Rhode Island"
"University of Virginia Main Campus"
"Texas Tech University"
"American Bar Foundation"
"University of Georgia Research Foundation Inc"
"New Jersey Institute of Technology"
"Stanford University"
"University of North Dakota Main Campus"
"William Marsh Rice University"
"Arizona State University"
"University of Arizona"
"Howard University"
"Drexel University"
"University of South Florida"
"Urban Institute"
"American Institutes for Research in the Behavioral Sciences"
"University of South Florida"
"Brown University"
"Arizona State University"
"University of Georgia Research Foundation Inc"
"Michigan State University"
"University of Alabama Tuscaloosa"
"Regents of the University of Michigan - Ann Arbor"
"New York University"
"University of Missouri-Columbia"
"University of Massachusetts Amherst"
"Loyola University of Chicago"
"Indigenous Education Institute"
"Drexel University"
"University of New Mexico"
"Florida State University"
"University of Puerto Rico-Rio Piedras"
"Virginia Polytechnic Institute and State University"
"Worcester State University"
"Illinois Institute of Technology"
"University of Mississippi"
"Portland State University"
"Regents of the University of Michigan - Ann Arbor"
"University of Southern California"
"Vanderbilt University"
"Hampton University"
"Pacific Resources for Education and Learning"
"University of Washington"
"CAST, Inc."
"Temple University"
"University of Texas at Austin"
"University of Illinois at Urbana-Champaign"
"BRIDGEWATER STATE UNIVERSITY"
"University of Chicago"
"Jackson State University"
"Society for Personality and Social Psychology"
"Trustees of Boston University"
"University of North Texas"
"Washington State University"
"Regents of the University of Michigan - Ann Arbor"
"Spelman College"
"University of South Florida"
"Brown University"
"Rochester Institute of Tech"
"Louisiana State University"
"The University of Texas Rio Grande Valley"
"University of California-Riverside"
"University of Washington"
"University of Notre Dame"
"Howard University"
"Chicago State University"
"Texas A&M University"
"Morgan State University"
"American Institutes for Research in the Behavioral Sciences"
"New Mexico State University"
"William Marsh Rice University"
"Cornell University"
"University of California-Irvine"
"University of Chicago"
"Princeton University"
"Pepperdine University"
"University of Colorado at Boulder"
"University of Missouri-Columbia"
"University of Illinois at Chicago"
"University of Texas at San Antonio"
"Arizona State University"
"Arizona State University"
"Arizona State University"
"Smith College"
"University of Puerto Rico-Rio Piedras"
"Alabama A&M University"
"Clarkson University"
"Columbia University"
"University of Iowa"
"Bowie State University"
"University of Nebraska-Lincoln"
"National Bureau of Economic Research Inc"
"University of Georgia Research Foundation Inc"
"Rand Corporation"
"University of Texas at San Antonio"
"Vanderbilt University"
"Bank Street College of Education"
"University of Arizona"
"William Marsh Rice University"
"George Mason University"
"University of Texas at Austin"
"University of Arkansas Little Rock"
"Columbia University"
"University of California-Los Angeles"
"Carnegie-Mellon University"
"GLOBAL FUND FOR WOMEN INC"
"Ivy Tech Community College of Indiana"
"Haverford College"
"Pennsylvania State Univ University Park"
"University of Kansas Center for Research Inc"
"George Washington University"
"United States Air Force Academy"
"University of Illinois at Urbana-Champaign"
"Regents of the University of Michigan - Ann Arbor"
"George Washington University"
"Iowa State University"
"Delaware State University"
"Cornell University"
"BLACK IN MARINE SCIENCE"
"George Washington University"
"University of California-Berkeley"
"Western Washington University"
"University of Washington"
"Massachusetts Institute of Technology"
"Utah State University"
"The National GEM Consortium"
"Arizona State University"
"University of California-Santa Cruz"
"Florida State University"
"Arizona State University"
"MYVILLAGE PROJECT INC"
"Crow Canyon Archaeological Center"
"Texas A&M University Corpus Christi"
"Columbia University"
"University of California-San Francisco"
"La Salle University"
"Wayne State University"
"University of Wisconsin-Whitewater"
"CUNY City College"
"University of Texas at El Paso"
"BLACK IN MARINE SCIENCE"
"Kutztown University"
"Cornell University"
"Chicago Children's Museum"
"University of Texas at El Paso"
"University of Kentucky Research Foundation"
"University of Hawaii"
"University of California-Riverside"
"North Carolina Central University"
"University of Minnesota Duluth"
"Louisiana Tech University"
"Western Michigan University"
"Trustees of Boston University"
"Tufts University"
"University of North Carolina at Chapel Hill"
"SMART GIRLS HQ LLC"
"Arizona State University"
"University of Connecticut"
"Framingham State University"
"Harvard University"
"Central State University"
"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY"
"Syracuse University"
"North Dakota State University Fargo"
"Yale University"
"American University"
"Arizona State University"
"University of California-Berkeley"
"University of Pittsburgh"
"Arcadia University"
"Arizona State University"
"University of North Carolina at Chapel Hill"
"Johns Hopkins University"
"Texas A&M University"
"University of California-Santa Barbara"
"Institute for Learning Innovation"
"University of North Carolina at Charlotte"
"Boston College"
"Lehigh University"
"Pennsylvania State Univ University Park"
"University of South Florida"
"National Postdoctoral Association"
"Oregon State University"
"Gordon Research Conferences"
"Georgia State University Research Foundation, Inc."
"Washington State University"
"Massachusetts Institute of Technology"
"University of Colorado at Boulder"
"University of Texas at Austin"
"Saint Louis University"
"University of Maryland, College Park"
"University of Maryland, College Park"
"Northwestern University"
"University of California-Santa Cruz"
"Association of American Geographers"
"Texas A&M University"
"University of Louisiana at Lafayette"
"University of San Diego"
"Harvard University"
"Cornell University"
"The New York City Foundation for Computer Science Education"
"Duke University"
"University of California-Irvine"
"University of Houston"
"Hampton University"
"University of Memphis"
"Saint Louis University"
"Hampton University"
"Rutgers University Newark"
"National Bureau of Economic Research Inc"
"TERC Inc"
"National Opinion Research Center"
"Regents of the University of Michigan - Ann Arbor"
"University of California-Irvine"
"Florida International University"
"Arizona State University"
"National Academy of Sciences"
"University of Washington"
"University of Colorado at Boulder"
"SUNY at Buffalo"
"University of Texas at Arlington"
"University of Washington"
"Boise State University"
"Harvard University"
"University of South Florida"
"Teachers Development Group"
"Oakland University"
"University of Nebraska-Lincoln"
"Kentucky Community & Technical College System"
"University of Oklahoma Norman Campus"
"University of Nebraska-Lincoln"
"SUNY at Buffalo"
"Tufts University"
"EDNA INC."
"Columbus State Community College"
"Arizona State University"
"Arizona State University"
"Northwestern University"
"Lawrence Technological University"
"University of Virginia Main Campus"
"University of North Carolina Greensboro"
"University of Kansas Center for Research Inc"
"Wayne State University"
"Children's Museum of Pittsburgh"
"Mississippi State University"
"University of California-Santa Barbara"
"Texas Tech University"
"University Corporation For Atmospheric Res"
"The University Corporation, Northridge"
"University of Delaware"
"Haverford College"
"University of Iowa"
"Virginia Commonwealth University"
"Washington State University"
"Oregon Museum of Science and Industry"
"Stanford University"
"Stanford University"
"University of Nevada Las Vegas"
"University of South Florida"
"San Jose State University Foundation"
"University of North Carolina at Chapel Hill"
"University of Cincinnati Main Campus"
"The University of Texas Health Science Center at Houston"
"SUNY at Buffalo"
"American Indian Science and Engineering Society (AISES)"
"University of North Carolina at Chapel Hill"
"University of Massachusetts Boston"
"Portland State University"
"Albany State University"
"University of New Mexico"
"The University of Central Florida Board of Trustees"
"George Washington University"
"University of Georgia Research Foundation Inc"
"University of Florida"
"University of Iowa"
"University of Nevada Las Vegas"
"University of North Carolina at Chapel Hill"
"Fort Hays State University"
"Associated Universities, Inc."
"Regents of the University of Michigan - Ann Arbor"
"University of Southern California"
"LISA FITZPATRICK & ASSOCIATES MD PC"
"Pennsylvania State Univ University Park"
"University of Houston"
"University of New Mexico"
"University of North Carolina at Charlotte"
"Georgia State University Research Foundation, Inc."
"The Geological Society of America, Inc."
"St Jude Children's Research Hospital"
"University of Kentucky Research Foundation"
"SOUTHERN CALIFORNIA TRIBAL CHAIRMENS ASSOCIATION"
"University of Virginia Main Campus"
"Jackson State University"
"Hawaii Pacific University"
"University of Oklahoma Norman Campus"
"American Institutes for Research in the Behavioral Sciences"
"University of Alabama in Huntsville"
"University of Colorado at Boulder"
"Trustees of Boston University"
"PBS FOUNDATION"
"Lehigh University"
"University of South Carolina at Columbia"
"Cleveland State University"
"University of California-Berkeley"
"Educational Testing Service"
"Villanova University"
"University Enterprises Corporation at CSUSB"
"University of Houston"
"Harvard University"
"Tufts University"
"Regents of the University of Michigan - Ann Arbor"
"Auburn University"
"Northwestern University"
"University of Maryland, College Park"
"University of Maryland, College Park"
"University of Maryland, College Park"
"University of Maryland, College Park"
"University of Maryland, College Park"
"University of Colorado at Boulder"
"Arizona State University"
"San Jose State University Foundation"
"Massachusetts Institute of Technology"
"University of Washington"
"North Dakota State University Fargo"
"University of Cincinnati Main Campus"
"University of California-Davis"
"University of California-Davis"
"Columbia University"
"University of Utah"
"American Institute of Mathematics"
"Auburn University"
"Regents of the University of Michigan - Ann Arbor"
"Georgia Tech Research Corporation"
"Florida International University"
"University of Florida"
"University of North Carolina Greensboro"
"Trustees of Boston University"
"University of Georgia Research Foundation Inc"
"New York University"
"George Washington University"
"Trustees of Boston University"
"University of Oklahoma Norman Campus"
"University of Southern California"
"Rutgers University New Brunswick"
"University of California-Davis"
"University of Colorado at Boulder"
"University of Connecticut"
"University of Miami"
"Northwestern University"
"Princeton University"
"Indiana University"
"Northwestern University at Chicago"
"Central Washington University"
"Vanderbilt University"
"Regents of the University of Michigan - Ann Arbor"
"University of California-Santa Barbara"
"Emory University"
"Trustees of Boston University"
"University of Texas at Dallas"
"Illinois Institute of Technology"
"Georgia Tech Research Corporation"
"Portland State University"
"Whitworth University"
"Western Washington University"
"Regents of the University of Michigan - Ann Arbor"
"University of Florida"
"Washington State University"
"Cornell University"
"University of North Carolina at Charlotte"
"SUNY at Binghamton"
"University of Maryland Baltimore County"
"Rochester Institute of Tech"
"University of Utah"
"University of Utah"
"University of Utah"
"University of Utah"
"National Academy of Sciences"
"University of California-Los Angeles"
"University of Washington"
"University of California-Berkeley"
"University of California-Berkeley"
"University of California-Berkeley"
"University of California-Berkeley"
"Georgia State University Research Foundation, Inc."
"Portland State University"
"Georgia State University Research Foundation, Inc."
"Georgia State University Research Foundation, Inc."
"Missouri University of Science and Technology"
"University of South Carolina at Columbia"
"University of South Carolina at Columbia"
"University of Texas at San Antonio"
"University of Texas at San Antonio"
"University of Texas at San Antonio"
"Clemson University"
"Western Washington University"
"West Chester University of Pennsylvania"
"University of Texas at San Antonio"
"University of California-San Francisco"
"Christopher Newport University"
"University of Texas at Austin"
"New York University"
"New York University"
"Oklahoma State University"
"Coastal and Estuarine Research Federation"
"Purdue University"
"University of Colorado at Boulder"
"Purdue University"
"University of Colorado at Boulder"
"University of Nevada Las Vegas"
"University of Colorado at Boulder"
"University of Colorado at Boulder"
"University of Colorado at Boulder"
"University of Colorado at Boulder"
"University of Colorado at Boulder"
"Virginia Polytechnic Institute and State University"
"University of Southern California"
"University of Arkansas"
"University of Alabama at Birmingham"
"University of Minnesota-Twin Cities"
"University of Colorado at Boulder"
"University of Minnesota-Twin Cities"
"University of Minnesota-Twin Cities"
"University of Minnesota-Twin Cities"
"University of Minnesota-Twin Cities"
"University of Minnesota-Twin Cities"
"University of Arizona"
"George Washington University"
"Regents of the University of Michigan - Ann Arbor"
"Georgia Tech Research Corporation"
"University of Nebraska-Lincoln"
"University of Illinois at Chicago"
"University of Illinois at Chicago"
"Arizona State University"
"Carnegie-Mellon University"
"Michigan State University"
"North Carolina State University"
"Michigan State University"
"Michigan State University"
"North Carolina State University"
"North Carolina State University"
"Coeur d' Alene Tribe"
"New York University"
"University of Kentucky Research Foundation"
"Kent State University"
"Drexel University"
"Southern Illinois University at Edwardsville"
"The Geological Society of America, Inc."
"University of New Hampshire"
"University of California-Irvine"
"San Jose State University Foundation"
"Stanford University"
"Board of Regents, NSHE, obo University of Nevada, Reno"
"University of South Alabama"
"University of North Carolina at Charlotte"
"University of Illinois at Urbana-Champaign"
"University of Tennessee Knoxville"
"University of South Florida"
"Harvard University"
"Montana State University"
"University of Connecticut"
"University of Texas at Austin"
"Villanova University"
"University of Wisconsin-Madison"
"University of California - Merced"
"Society for Personality and Social Psychology"
"Arizona State University"
"University of Colorado at Boulder"
"Northern Arizona University"
"University of California-Los Angeles"
"Princeton University"
"University of Nebraska-Lincoln"
"University of Pittsburgh"
"University of The Virgin Islands"
"University of Texas at Austin"
"University of California - Merced"
"Howard University"
"University of Texas at Austin"
"Colorado State University"
"Stanford University"
"Miami University"
"CUNY John Jay College of Criminal Justice"
"East Central University"
"University of Rhode Island"
"Santa Fe Institute"
"Benedictine University"
"Council of Graduate Schools"
"Texas Southern University"
"University of Pennsylvania"
"Council of Graduate Schools"
"Florida State University"
"University of Rhode Island"
"BLACK IN MARINE SCIENCE"
"Brandeis University"
"George Mason University"
"Temple University"
"Mississippi State University"
"University of Hawaii"
"Florida International University"
"University of Rhode Island"
"University of Massachusetts Amherst"
"Indiana University"
"Virginia Polytechnic Institute and State University"
"Iowa State University"
"Texas Tech University"
"Washington University"
"Texas State University - San Marcos"
"Federation of Amer Societies For Exper Biology"
"The University of Texas Rio Grande Valley"
"University of Georgia Research Foundation Inc"
"University of California-San Diego"
"Washington University"
"Northeastern University"
"CUNY John Jay College of Criminal Justice"
"University of Rhode Island"
"Emory University"
"Spelman College"
"Stevens Institute of Technology"
"Bowie State University"
"University of Delaware"
"TERC Inc"
"Virginia Polytechnic Institute and State University"
"Duke University"
"Washington University"
"Georgia Tech Research Corporation"
"University of North Carolina Greensboro"
"California State University-Long Beach Foundation"
"University of California - Merced"
"Knology Ltd."
"University of Arkansas"
"Tulane University"
"Regents of the University of Idaho"
"University of Houston"
"CSUB Auxiliary for Sponsored Programs Administration"
"Washington University"
"North Carolina Agricultural & Technical State University"
"University of Colorado at Boulder"
"Boise State University"
"Drexel University"
"Tufts University"
"University of Wisconsin-Madison"
"Morgan State University"
"Texas Christian University"
"Ecological Society of America"
"Florida International University"
"Florida International University"
"University of Florida"
"University of New Mexico"
"American University"
"CUNY City College"
"Emory University"
"University of Florida"
"Indiana University"
"Arizona State University"
"University of Southern Mississippi"
"Ohio State University"
"City Colleges of Chicago Harry S Truman College"
"University of Alaska Fairbanks Campus"
"Salem State University"
"Tulane University"
"Syracuse University"
"University of California-Riverside"
"Northern Kentucky University"
"University of South Florida"
"Southern Utah University"
"Inclusive Engineering Consortium, Inc."
"University of Miami"
"SHAKOPEE MDEWAKANTON SIOUX COMMUNITY"
"Western Washington University"
"Chicago State University"
"North Carolina Agricultural & Technical State University"
"SUNY at Buffalo"
"Columbia University"
"Georgia Tech Research Corporation"
"University of Nebraska-Lincoln"
"University of Florida"
"The University of Texas Rio Grande Valley"
"Colorado State University"
"University of Denver"
"Weber State University"
"CUNY City College"
"Brown University"
"University of North Carolina at Chapel Hill"
"University of North Georgia"
"Colorado School of Mines"
"University of Missouri-Columbia"
"Louisiana State University"
"Florida International University"
"Clemson University"
"Mathematical Sciences Research Institute"
"University of Texas at Austin"
"New Jersey Institute of Technology"
"ZIKER ENTERPRISES LLC"
"SUNY College of Environmental Science and Forestry"
"Loyola University Maryland, Inc."
"National Opinion Research Center"
"William Marsh Rice University"
"University of California-Santa Barbara"
"Northwestern University"
"University of Colorado at Denver-Downtown Campus"
"PUBLIC POLICY LAB"
"Lehigh Carbon Community College"
"Columbia University"
"University of Texas at Austin"
"Reuben H. Fleet Science Center"
"University of Wisconsin-Madison"
"University of Alaska Fairbanks Campus"
"University of Cincinnati Main Campus"
"University of California-San Diego"
"Claremont Graduate University"
"University of Denver"
"Arizona State University"
"University of Chicago"
"Colorado State University"
"Rensselaer Polytechnic Institute"
"University of California-Irvine"
"Colorado School of Mines"
"Pennsylvania State Univ University Park"
"George Washington University"
"Clemson University"
"Georgia Tech Research Corporation"
"University of California-Irvine"
"Los Angeles County Museum of Natural History Foundation"
"Bradley University"
"TERC Inc"
"Regents of the University of Michigan - Ann Arbor"
"University of Hawaii"
"American Society For Microbiology"
"Clark University"
"Alabama A&M University"
"Exploratorium"
"Northwestern University"
"University of Chicago"
"SUNY College at Oneonta"
"Virginia Polytechnic Institute and State University"
"University of Tennessee Knoxville"
"Ohio State University"
"Eastern Michigan University"
"Regents of the University of Michigan - Ann Arbor"
"Western Kentucky University"
"West Virginia University Research Corporation"
"University of Texas at Austin"
"University of Pittsburgh"
"SUNY at Buffalo"
"University of Hawaii"
"Kent State University"
"California State University-Fresno Foundation"
"Virginia Polytechnic Institute and State University"
"University of Georgia Research Foundation Inc"
"University of California-Los Angeles"
"Regents of the University of Michigan - Ann Arbor"
"Stanford University"
"University of North Texas"
"San Diego State University Foundation"
"University of Georgia Research Foundation Inc"
"Texas A&M University"
"University of Iowa"
"Miami University"
"Morgan State University"
"Morehouse College"
"Regents of the University of Michigan - Ann Arbor"
"Washington State University"
"University of Texas at Arlington"
"University of Illinois at Urbana-Champaign"
"Northern Arizona University"
"Tufts University"
"University of Pennsylvania"
"Oberlin College"
"Regents of the University of Michigan - Ann Arbor"
"Virginia Polytechnic Institute and State University"
"Colorado State University"
"Oregon Museum of Science and Industry"
"Florida International University"
"University of Texas at El Paso"
"Morgan State University"
"Chapman University"
"University of Pittsburgh"
"University of California - Merced"
"Seattle Pacific University"
"Johns Hopkins University"
"University of Texas at Austin"
"Florida International University"
"Rochester Institute of Tech"
"University of Colorado at Boulder"
"Syracuse University"
"University of Rochester"
"SUNY at Stony Brook"
"University of Arkansas"
"University of Texas at San Antonio"
"Columbia University"
"Lehigh University"
"University of Maryland, College Park"
"University of New Mexico"
"University of Washington"
"Colorado State University"
"Michigan State University"
"George Mason University"
"Ohio State University"
"St. Catherine University"
"University of California-Irvine"
